Reference,Value,MPN,Manufacturer,Footprint,Group,Tolerance,Voltage rating,Power rating,Temperature,Status,Qualification,Datasheet,DNP,Purchasable design item,X mm,Y mm,Side
C75,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C75,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,1.875,24.425,Top
C76,47uF,TBD,TBD,Howard:C_1210_3225Metric__C76,FPGA decoupling,TBD,TBD,TBD,TBD,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Review component ratings, pin map and circuit function before release.",https://docs.amd.com/v/u/en-US/ug483_7Series_PCB,False,True,11.625,2.225,Top
C77,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C77,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,8.235,2.285,Top
C78,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C78,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,4.085,22.835,Top
C79,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C79,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,11.425,32.575,Bottom
C80,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C80,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,2.425,25.675,Top
C81,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C81,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,1.175,25.825,Bottom
C82,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C82,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,0.875,24.125,Top
C83,47uF,TBD,TBD,Howard:C_1210_3225Metric__C83,FPGA decoupling,TBD,TBD,TBD,TBD,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Review component ratings, pin map and circuit function before release.",https://docs.amd.com/v/u/en-US/ug483_7Series_PCB,False,True,4.025,19.425,Top
TP1,GND,PCB copper test pad,TBD,Howard:TestPoint_Pad_D1.0mm__TP1,Power input and test,TBD,TBD,TBD,TBD,Probe-access position; placement and clearances pending,"Review component ratings, pin map and circuit function before release.",,False,False,35.025,3.025,Top
TP2,VIN_PROTECTED,PCB copper test pad,TBD,Howard:TestPoint_Pad_D1.0mm__TP2,Power input and test,TBD,TBD,TBD,TBD,Probe-access position; placement and clearances pending,"Review component ratings, pin map and circuit function before release.",,False,False,34.425,5.725,Top
TP3,+1V0,PCB copper test pad,TBD,Howard:TestPoint_Pad_D1.0mm__TP3,Power input and test,TBD,TBD,TBD,TBD,Probe-access position; placement and clearances pending,"Review component ratings, pin map and circuit function before release.",,False,False,30.025,3.025,Bottom
TP4,+1V8,PCB copper test pad,TBD,Howard:TestPoint_Pad_D1.0mm__TP4,Power input and test,TBD,TBD,TBD,TBD,Probe-access position; placement and clearances pending,"Review component ratings, pin map and circuit function before release.",,False,False,32.225,3.025,Bottom
TP5,+1V5,PCB copper test pad,TBD,Howard:TestPoint_Pad_D1.0mm__TP5,Power input and test,TBD,TBD,TBD,TBD,Probe-access position; placement and clearances pending,"Review component ratings, pin map and circuit function before release.",,False,False,34.425,3.025,Bottom
TP6,+3V3,PCB copper test pad,TBD,Howard:TestPoint_Pad_D1.0mm__TP6,Power input and test,TBD,TBD,TBD,TBD,Probe-access position; placement and clearances pending,"Review component ratings, pin map and circuit function before release.",,False,False,36.625,6.625,Top
TP7,PROGRAM_B,PCB copper test pad,TBD,Howard:TestPoint_Pad_D1.0mm__TP7,Power input and test,TBD,TBD,TBD,TBD,Probe-access position; placement and clearances pending,"Review component ratings, pin map and circuit function before release.",,False,False,22.125,2.825,Top
TP8,DONE,PCB copper test pad,TBD,Howard:TestPoint_Pad_D1.0mm__TP8,Power input and test,TBD,TBD,TBD,TBD,Probe-access position; placement and clearances pending,"Review component ratings, pin map and circuit function before release.",,False,False,38.825,6.625,Top
H1,M2 mounting,Non-plated PCB mounting hole,TBD,Howard:MountingHole_2.2mm_M2__H1,Mechanical,TBD,TBD,TBD,TBD,Mechanical proposal,"Review component ratings, pin map and circuit function before release.",,False,False,3.0,3.0,Top
H2,M2 mounting,Non-plated PCB mounting hole,TBD,Howard:MountingHole_2.2mm_M2__H2,Mechanical,TBD,TBD,TBD,TBD,Mechanical proposal,"Review component ratings, pin map and circuit function before release.",,False,False,39.0,3.0,Top
H3,M2 mounting,Non-plated PCB mounting hole,TBD,Howard:MountingHole_2.2mm_M2__H3,Mechanical,TBD,TBD,TBD,TBD,Mechanical proposal,"Review component ratings, pin map and circuit function before release.",,False,False,3.0,37.0,Top
H4,M2 mounting,Non-plated PCB mounting hole,TBD,Howard:MountingHole_2.2mm_M2__H4,Mechanical,TBD,TBD,TBD,TBD,Mechanical proposal,"Review component ratings, pin map and circuit function before release.",,False,False,39.0,37.0,Top
U5,RAM VREF/VTT device TBD,TBD,TBD,Howard:VSON-10-1EP_3x3mm_P0.5mm_EP1.2x2mm__U5,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,25.555,2.175,Top
C1011,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1011,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,33.005,15.255,Bottom
C1012,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1012,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,38.955,16.205,Top
C1013,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1013,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,33.005,13.555,Bottom
C1014,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1014,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,38.955,13.005,Top
C1015,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1015,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,38.955,19.405,Top
C1016,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1016,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,35.305,19.855,Bottom
C1017,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1017,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,33.005,11.855,Bottom
C1018,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1018,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,40.655,16.205,Top
C1019,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1019,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,28.705,19.555,Bottom
C1020,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1020,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,35.305,21.555,Bottom
C1021,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1021,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,40.655,13.005,Top
C1022,RAM support value TBD,TBD,TBD,Howard:C_0603_1608Metric__C1022,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,40.655,19.405,Top
R926,RAM support value TBD,TBD,TBD,Howard:R_0402_1005Metric__R926,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,34.295,17.155,Bottom
R927,RAM support value TBD,TBD,TBD,Howard:R_0402_1005Metric__R927,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,30.895,15.055,Bottom
R928,RAM support value TBD,TBD,TBD,Howard:R_0402_1005Metric__R928,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,30.895,12.955,Bottom
R929,RAM support value TBD,TBD,TBD,Howard:R_0402_1005Metric__R929,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,37.495,20.055,Bottom
R930,RAM support value TBD,TBD,TBD,Howard:R_0402_1005Metric__R930,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,39.155,10.895,Top
R931,RAM support value TBD,TBD,TBD,Howard:R_0402_1005Metric__R931,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,38.695,22.055,Top
R932,RAM support value TBD,TBD,TBD,Howard:R_0402_1005Metric__R932,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,38.595,20.055,Bottom
R933,RAM support value TBD,TBD,TBD,Howard:R_0402_1005Metric__R933,Recording memory reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION; not an approved circuit or purchasing item,"Review component ratings, pin map and circuit function before release.",,False,True,34.355,7.495,Top
C1101,Interface/filter capacitance TBD,TBD,TBD,Howard:C_0603_1608Metric__C1101,Interface support reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION,"Review component ratings, pin map and circuit function before release.",,False,True,33.055,3.005,Top
C1102,Interface/filter capacitance TBD,TBD,TBD,Howard:C_0603_1608Metric__C1102,Interface support reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION,"Review component ratings, pin map and circuit function before release.",,False,True,32.455,6.205,Top
C1103,Interface/filter capacitance TBD,TBD,TBD,Howard:C_0603_1608Metric__C1103,Interface support reservation,TBD,TBD,TBD,TBD,UNRESOLVED SPACE RESERVATION,"Review component ratings, pin map and circuit function before release.",,False,True,30.005,7.155,Top
C84,100nF,C1005X7R1C104K050BC,TDK,Howard:C_0402_1005Metric__C84,FPGA XADC local bypass,10%,16 V,TBD,-55 to +125 C; X7R,PROPOSED basic-monitoring shared VCCAUX supply; local bypass required,"Verify effective capacitance/DC bias, final local loop, analog noise and precision filtering. Exact existing TDK 0402 candidate reused.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X7R1C104K050BC,False,True,14.8,14.3,Bottom
